"base id","name","surname","amount 1","amount 2"
"70464","","B","743811","-927254"
"91926","","B","-844158","74092"
"74961","","B","126797","452289"
"73218","","B","-979677","240252"
"2956","","B","",""
"62434","","B","-323488","-376083"
"41033","","B","796166","925594"
"92885","","B","-178293","290919"
"70696","","B","-854384","734229"
"52083","","B","-551013","251270"
"28785","","B","892860","-685902"
"83378","","B","-161097","-906131"
"87075","","B","-134817","-313146"
"76219","","B","-134001","-230606"
"27967","","B","101680","644885"
"96684","","B","681276","985477"
"14925","","B","945951","204890"
"83431","","B","488558","-296409"
"56511","","B","971632","38959"
"29895","","B","-820448","-744305"
"78265","","B","-484021","-416945"
"15430","","B","703634","-320901"
"51648","","B","612547","565044"
"62519","","B","-361630","453086"
"31813","","B","69427","502399"
"16874","","B","-469636","-714029"
"39369","","B","16754","-585993"
"81828","","B","-404072","716157"
"83370","","B","612881","-9371"
"19275","","B","421812","629434"
"47917","","B","-706963","-119664"
"43914","","B","-948332","-610056"
"58629","","B","-326608","-886518"
"68887","","B","90117","206202"
"38204","","B","381741","-782549"
"81507","","B","407623","-869515"
"7616","","B","",""
"77902","","B","-26957","-758201"
"55153","","B","-130885","-188733"
"8772","","B","",""
"51948","","B","322523","913521"
"33420","","B","-63779","554091"
"20503","","B","-268986","-703077"
"28003","","B","-81702","741312"
"83645","","B","-134302","-202429"
"76798","","B","-482223","-924698"
"40855","","B","974933","-818004"
"68439","","B","244388","121261"
"54570","","B","626554","-6094"
"44912","","B","23561","-142719"
"88525","","B","-228875","-192475"
"1906","","B","",""
"24443","","B","-539473","-504861"
"76704","","B","-949174","-478721"
"10600","","B","-579625","-55666"
"83052","","B","-216714","-390410"
"73643","","B","120886","-632368"
"54359","","B","594564","-830089"
"41445","","B","382501","594830"
"48927","","B","461674","632186"
"34520","","B","179087","561428"
"63418","","B","185582","305134"
"26210","","B","-923676","378482"
"15700","","B","-505287","129546"
"98108","","B","964322","163277"
"24180","","B","-828799","-164259"
"7346","","B","",""
"9866","","B","",""
"54789","","B","731226","-717680"
"99832","","B","-91059","-756224"
"76002","","B","173281","-868766"
"38715","","B","-323472","-274358"
"98608","","B","310285","-466605"
"5289","","B","",""
"15420","","B","-811754","-570443"
"44421","","B","487891","-177535"
"82715","","B","159079","-908824"
"66310","","B","-414952","-344139"
"7613","","B","",""
"12760","","B","-821435","-20890"
"22573","","B","-169687","-639214"
"31489","","B","-398331","-249651"
"76204","","B","869356","-74484"
"64782","","B","556052","-471547"
"59812","","B","-566662","155154"
"20861","","B","772043","528923"
"30958","","B","-207004","45434"
"17345","","B","82807","-503380"
"63270","","B","-837697","347370"
"85803","","B","287953","499040"
"87714","","B","977026","-817719"
"56876","","B","-219778","796857"
"22475","","B","500751","-936678"
"19882","","B","280392","962603"
"43486","","B","622753","-510788"
"30840","","B","-632783","188989"
"58961","","B","447149","-24324"
"6239","","B","",""
"53793","","B","-542427","-358219"
"36995","","B","495324","-981039"
"96619","","B","618242","-30643"
"22203","","B","-209439","443458"
"98654","","B","791399","-635054"
"6988","","B","",""
"67252","","B","548398","52945"
"5395","","B","",""
"99800","","B","-995301","746134"
"91925","","B","-209697","654447"
"33936","","B","49010","434481"
"15021","","B","360600","-89083"
"43315","","B","446312","162340"
"10327","","B","-948847","-434879"
"12102","","B","910008","191699"
"47825","","B","-223226","-305108"
"10955","","B","-331894","885408"
"3615","","B","",""
"78803","","B","60285","455457"
"25444","","B","87130","-226688"
"54795","","B","361208","60790"
"69371","","B","-98517","696326"
"12552","","B","748635","-210133"
"9080","","B","",""
"87832","","B","854336","-292940"
"17296","","B","966772","257443"
"75686","","B","801864","-73808"
"63514","","B","896680","843274"
"81504","","B","-722649","540740"
"7261","","B","",""
"60251","","B","-784855","-998489"
"10704","","B","541193","284159"
"7209","","B","",""
"23380","","B","560486","-344415"
"45250","","B","-81115","583739"
"75787","","B","-409335","-990402"
"223","","B","",""
"25092","","B","64229","707305"
"95230","","B","-661017","-151546"
"35053","","B","-92681","-296987"
"61952","","B","-359371","-963411"
"62368","","B","424300","995611"
"18529","","B","484310","-297695"
"8456","","B","",""
"56359","","B","740199","-760141"
"27791","","B","681602","-876677"
"74890","","B","421831","452412"
"41199","","B","-219281","747791"
"98260","","B","969615","-815527"
"7219","","B","",""
"84870","","B","-743244","-784025"
"20227","","B","-243247","-662092"
"70560","","B","820935","-580356"
"10766","","B","526012","-155914"
"29449","","B","706109","855637"
"42483","","B","130911","56031"
"42629","","B","-242590","973768"
"61733","","B","119105","-899528"
"42547","","B","-922350","-517074"
"37258","","B","-662669","-702930"
"72918","","B","93716","310304"
"18164","","B","-510126","24337"
"70139","","B","-219949","-211799"
"17617","","B","-458743","250549"
"95711","","B","81227","-963436"
"98775","","B","811482","-655245"
"18169","","B","608894","-817696"
"98766","","B","133615","37748"
"7512","","B","",""
"18181","","B","439305","834798"
"80515","","B","502636","-578905"
"59671","","B","-816079","618272"
"15475","","B","-518554","-18562"
"39478","","B","42849","-524084"
"3940","","B","",""
"43321","","B","-224015","463063"
"78609","","B","-162394","986244"
"3158","","B","",""
"20022","","B","-84434","15562"
"4564","","B","",""
"2452","","B","",""
"95178","","B","-861431","227665"
"35292","","B","-270426","456188"
"95729","","B","-745523","-153406"
"67605","","B","206594","669086"
"11905","","B","890091","-265644"
"52623","","B","-288193","993108"
"41466","","B","-493685","150284"
"95375","","B","-273281","-721916"
"78306","","B","941109","-164235"
"77048","","B","340483","348931"
"83845","","B","-928477","269155"
"97263","","B","-156767","-466473"
"95873","","B","-190083","924324"
"42773","","B","-205767","901912"
"23167","","B","712296","154161"
"59063","","B","-99510","-531793"
"72613","","B","360019","331041"
"25758","","B","590053","263409"
"92255","","B","565132","-190280"
"2120","","B","",""
"79238","","B","460719","-366134"
"55416","","B","-50629","502166"
"65202","","B","-304726","520635"
"46909","","B","-637927","-317267"
"17646","","B","198935","-300827"
"52858","","B","984951","769470"
"30369","","B","255657","926153"
"98450","","B","131905","-555981"
"2095","","B","",""
"4671","","B","",""
"4741","","B","",""
"14608","","B","-725243","-232871"
"41754","","B","814590","-133808"
"50890","","B","189056","990575"
"59566","","B","-675121","993460"
"17677","","B","769896","242946"
"89306","","B","-332744","-959931"
"12659","","B","708638","-62984"
"24306","","B","429621","229951"
"98067","","B","-334107","-435566"
"22568","","B","-632994","-758589"
"52890","","B","671470","960065"
"69972","","B","548379","892824"
"66186","","B","83433","-240657"
"55306","","B","-930357","-941168"
"7917","","B","",""
"95494","","B","-829785","593853"
"63012","","B","728562","266719"
"27681","","B","441349","50993"
"36750","","B","-902375","-22846"
"8256","","B","",""
"90401","","B","-215585","-745184"
"29210","","B","882225","-553016"
"27184","","B","730594","745102"
"95301","","B","850080","840270"
"4204","","B","",""
"74940","","B","-252281","66638"
"73331","","B","-527451","-132216"
"85913","","B","740759","93032"
"76838","","B","775273","44251"
"89167","","B","9","-689756"
"15922","","B","-345488","687246"
"99078","","B","114839","-915150"
"97167","","B","531324","162007"
"25264","","B","506378","-748694"
"67908","","B","585673","-60389"
"50941","","B","603468","-624552"
"77940","","B","267899","487946"
"37048","","B","530043","745911"
"42348","","B","-984889","-63460"
"28337","","B","885794","264641"
"8028","","B","",""
"18746","","B","-31391","107853"
"81447","","B","792086","-474943"
"41235","","B","594508","-258659"
"11927","","B","41711","673620"
"15088","","B","-158410","-21701"
"83000","","B","-315369","380363"
"21320","","B","-134775","751320"
"70936","","B","-354209","900645"
"94236","","B","-543689","95002"
"74790","","B","20915","150715"
"42991","","B","-79576","-206780"
"60136","","B","49725","-717516"
"3379","","B","",""
"14367","","B","223634","829342"
"89505","","B","370613","182555"
"77551","","B","-575102","-452064"
"66014","","B","-448372","-821904"
"37304","","B","-323444","554190"
"63319","","B","-1124","-88660"
"26806","","B","849489","-613520"
"30133","","B","287631","-27862"
"97524","","B","761268","856197"
"39621","","B","-430648","315846"
"92599","","B","-14598","901971"
"60999","","B","-602817","-782171"
"25385","","B","431626","896945"
"89600","","B","684923","-469427"
"70089","","B","384340","-964893"
"86102","","B","-247139","-697709"
"62840","","B","-383627","878551"
"24788","","B","421168","718401"
"58662","","B","-290678","819187"
"65534","","B","121905","802303"
"72682","","B","-890539","-287666"
"38537","","B","-296960","-423839"
"8226","","B","",""
"75196","","B","500087","-16312"
"86696","","B","-302554","900114"
"86727","","B","-841780","90080"
"82458","","B","832765","265473"
"71683","","B","-32105","866538"
"5805","","B","",""
"2947","","B","",""
"43722","","B","888798","863230"
"24549","","B","814518","-633577"
"64271","","B","492280","-364896"
"88369","","B","157880","-718945"
"94291","","B","-836019","385165"
"86634","","B","853942","784326"
"61509","","B","-646566","242543"
"40862","","B","814610","-836067"
"86362","","B","-743949","968648"
"94956","","B","-736438","-443984"
"45052","","B","972309","-428762"
"1728","","B","",""
"79531","","B","761904","-111649"
"19970","","B","-486499","222215"
"89103","","B","-789430","765690"
"61909","","B","-489459","-584260"
"13083","","B","-900354","280065"
"61179","","B","675478","170921"
"69136","","B","-273766","-6769"
"70599","","B","675128","-7049"
"20504","","B","-426477","477873"
"16647","","B","-936213","-700028"
"34313","","B","237510","820935"
"18466","","B","-404516","521526"
"4469","","B","",""
"28425","","B","-996491","-746211"
"8745","","B","",""
"3567","","B","",""
"95263","","B","153861","-413225"
"45172","","B","282864","898798"
"45929","","B","-226291","-110763"
"20078","","B","228557","185486"
"41544","","B","929400","39583"
"85145","","B","-87207","-127708"
"27273","","B","700120","-393512"
"17075","","B","705358","287869"
"70396","","B","-812610","912380"
"70685","","B","-647852","-190592"
"12692","","B","-253426","318854"
"94541","","B","-435661","-135036"
"78926","","B","642713","-869927"
"83050","","B","-511189","-649504"
"78310","","B","-475810","558946"
"33127","","B","-608572","220773"
"63459","","B","-702699","-534321"
"87169","","B","317603","859256"
"18714","","B","846766","239111"
"41448","","B","348699","486100"
"26300","","B","789504","652539"
"85602","","B","970930","73948"
"27001","","B","-22598","711207"
"55951","","B","778638","-253344"
"78353","","B","-486145","692148"
"19058","","B","613199","721661"
"7458","","B","",""
"43507","","B","430522","-104552"
"96364","","B","241207","-196083"
"8112","","B","",""
"798","","B","",""
"39201","","B","423842","-81865"
"42675","","B","436289","-437747"
"17898","","B","810682","339842"
"54243","","B","-211166","-612554"
"96701","","B","-7374","834192"
"5086","","B","",""
"18385","","B","653350","-731148"
"79931","","B","-519261","688554"
"78749","","B","-606653","-914944"
"57956","","B","564635","765739"
"49390","","B","-127438","159457"
"86364","","B","56056","621240"
"8631","","B","",""
"77740","","B","-86485","470562"
"53736","","B","120074","-234094"
"12171","","B","-453475","953081"
"39253","","B","-957235","244483"
"61353","","B","-821715","199855"
"69424","","B","-846753","-452353"
"37769","","B","-883768","-301756"
"67152","","B","842988","290496"
"25997","","B","-867300","9420"
"95309","","B","-65536","-360255"
"30317","","B","391174","-447419"
"46319","","B","86530","357306"
"51693","","B","-409694","681101"
"33459","","B","413225","468738"
"24140","","B","193741","285695"
"53616","","B","-886156","-579265"
"90570","","B","-722777","473563"
"77435","","B","-624660","-479543"
"80954","","B","921732","-838856"
"58809","","B","272789","548114"
"67439","","B","399391","644771"
"60140","","B","-50745","940600"
"13573","","B","748662","-871331"
"21948","","B","-790079","858713"
"40285","","B","-604839","-523410"
"13576","","B","514076","356871"
"88160","","B","-29450","213211"
"14760","","B","749076","900280"
"13050","","B","48301","-241587"
"78993","","B","517397","-691556"
"7407","","B","",""
"57090","","B","854589","-198190"
"18254","","B","-232183","-508647"
"78009","","B","895723","382166"
"40397","","B","805903","-56072"
"69828","","B","-463325","-835285"
"12394","","B","265350","5715"
"26481","","B","-866843","-444967"
"85555","","B","488217","-52205"
"35430","","B","-703397","-9088"
"66498","","B","288169","353785"
"53369","","B","-291358","-400407"
"46308","","B","340224","795774"
"99079","","B","-130003","-605938"
"70182","","B","-9004","840416"
"17262","","B","459308","903129"
"60567","","B","822795","-574388"
"69245","","B","-857910","-584643"
"72742","","B","742185","334797"
"96185","","B","907213","-211755"
"27456","","B","-177611","-868922"
"594","","B","",""
"58567","","B","-395788","-847320"
"40792","","B","543777","860610"
"25583","","B","-479209","467354"
"55366","","B","-539012","-886760"
"69507","","B","800562","-820622"
"41459","","B","-655166","840336"
"60681","","B","-832348","-365876"
"14867","","B","-825320","222159"
"14798","","B","-13196","-761544"
"77210","","B","563868","752338"
"19705","","B","877047","-789898"
"72211","","B","-436657","601340"
"82827","","B","-564248","-218215"
"60400","","B","-84864","-62631"
"91991","","B","670201","-465691"
"39729","","B","-243251","-400440"
"52252","","B","301279","-139227"
"89324","","B","281239","622657"
"76726","","B","648991","-504454"
"35223","","B","266072","-974010"
"97695","","B","-696050","251050"
"94642","","B","17820","438706"
"99882","","B","-824754","-54209"
"68093","","B","-198009","-757652"
"93268","","B","-86453","-552165"
"38044","","B","-95917","862991"
"83977","","B","441587","35564"
"34960","","B","569758","118638"
"24191","","B","187884","-85186"
"3674","","B","",""
"84828","","B","-220869","-560984"
"35103","","B","-949382","982322"
"94217","","B","-366440","831530"
"33665","","B","-475522","280698"
"45039","","B","357688","-335803"
"65890","","B","348209","416667"
"21139","","B","333897","595885"
"33608","","B","-619566","-898915"
"91266","","B","79840","-799894"
"38160","","B","236862","590091"
"63648","","B","-287669","337911"
"70531","","B","955695","516595"
"47736","","B","-967053","-256345"
"51167","","B","173364","597918"
"98074","","B","471800","176145"
"6805","","B","",""
"65381","","B","369980","-836771"
"42445","","B","-816054","-456263"
"90086","","B","66946","719022"
"75304","","B","972098","-294715"
"60637","","B","427319","-406695"
"65265","","B","-376413","-887179"
"53894","","B","214919","936547"
"30508","","B","558870","-37261"
"65840","","B","-727053","-816609"
"92249","","B","486187","114582"
"23942","","B","-217453","479111"
"82957","","B","-758209","459204"
"94076","","B","-695532","-502932"
"1840","","B","",""
"55098","","B","-85421","490635"
"48008","","B","-705562","-35248"
"85425","","B","-112406","-489622"
"86771","","B","177713","27253"
"55065","","B","145863","331880"
"68320","","B","-897257","929294"
"80443","","B","125038","-733741"
"88082","","B","-732079","561702"
"69044","","B","639634","877218"
"76299","","B","-77628","506817"
"20416","","B","471336","184158"
"81120","","B","4680","238759"
"86524","","B","-605544","-345603"
"12122","","B","-97152","7979"
"40765","","B","-516425","678014"
"40946","","B","970105","375268"
"81919","","B","-447772","-365702"
"47824","","B","429306","-770764"
"38294","","B","-397862","592097"
"83503","","B","981238","208356"
"55490","","B","-55075","-808460"
"85297","","B","577388","-703602"
"56078","","B","413150","901541"
"37183","","B","-553803","67214"
"75730","","B","469677","805037"
"73213","","B","-12906","-185638"
"72585","","B","-512052","324609"
"7815","","B","",""
"17565","","B","408987","788526"
"78867","","B","-729083","11748"
"82706","","B","-806915","-990608"
"7918","","B","",""
"76911","","B","-771091","67716"
"56362","","B","949335","738182"
"94280","","B","151137","276507"
"92735","","B","-855252","-156398"
"98320","","B","525200","-988291"
"92884","","B","-986209","959771"
"70043","","B","192651","-953344"
"46493","","B","464937","-28547"
"53301","","B","-694259","503565"
"42323","","B","17628","-107433"
"26672","","B","-742116","743469"
"62916","","B","-42935","515216"
"12123","","B","693158","536693"
"32955","","B","611012","825937"
"36482","","B","-232815","-354815"
"31190","","B","-362159","-696896"
"30943","","B","934835","-382942"
"95444","","B","-209279","-881455"
"49721","","B","189571","-65303"
"46147","","B","757292","-877650"
"38988","","B","-901052","819727"
"59716","","B","68682","-573427"
"96974","","B","916018","373894"
"97659","","B","341997","574719"
"68888","","B","428411","888927"
"45761","","B","-882584","914933"
"57070","","B","654141","497076"
"2061","","B","",""
"4160","","B","",""
"66781","","B","296787","-732157"
"10537","","B","-311494","210873"
"76390","","B","658016","180573"
"92211","","B","-808626","129984"
"59202","","B","-459489","-134569"
"88793","","B","937095","531645"
"93564","","B","400049","-949570"
"50549","","B","911141","-270410"
"216","","B","",""
"78975","","B","-708150","465664"
"72859","","B","208115","349614"
"53112","","B","-139692","730205"
"90982","","B","-618904","277643"
"7388","","B","",""
"43542","","B","-703052","929073"
"15246","","B","87504","385633"
"82111","","B","-140952","-890663"
"25421","","B","471616","-975591"
"74654","","B","423488","192021"
"88619","","B","592604","-701924"
"38031","","B","-127459","410613"
"54641","","B","89033","142822"
"65305","","B","-564249","610531"
"30127","","B","-144742","-682415"
"16023","","B","-747998","308084"
"15770","","B","473609","862714"
"56649","","B","694981","-282115"
"51994","","B","-652602","-40624"
"6743","","B","",""
"41819","","B","-602664","-327805"
"59185","","B","865671","-565931"
"1757","","B","",""
"70543","","B","659334","304580"
"97396","","B","-623691","-111725"
"61473","","B","389639","326236"
"12151","","B","-249105","235428"
"29301","","B","415068","6283"
"28893","","B","900128","-117672"
"92482","","B","-409775","-795177"
"65476","","B","-246542","230120"
"11320","","B","-466207","-529948"
"393","","B","",""
"21643","","B","-671660","-580946"
"38663","","B","166805","-992253"
"23512","","B","-366204","-993730"
"38424","","B","909295","-950584"
"64192","","B","-102845","-355846"
"10872","","B","-593559","-503574"
"80608","","B","231986","112144"
"86214","","B","-914905","478185"
"88726","","B","485900","-185728"
"6020","","B","",""
"18944","","B","13798","-49403"
"40085","","B","710850","-875682"
"47385","","B","-829381","560365"
"65693","","B","-448046","284444"
"97970","","B","123906","-285349"
"89537","","B","540639","243042"
"52737","","B","-79700","721846"
"52144","","B","330700","-7859"
"38040","","B","423439","542333"
"13349","","B","773641","-655520"
"43493","","B","218721","781911"
"87075","","B","-134817","-313146"
"89594","","B","351813","-916744"
"7610","","B","",""
"49420","","B","911232","-332933"
"24189","","B","-656565","655827"
"80818","","B","894582","-676327"
"8945","","B","",""
"18236","","B","-433311","-949684"
"48778","","B","-558289","383188"
"66678","","B","-429273","-63278"
"56099","","B","547552","144243"
"34135","","B","570443","870683"
"88009","","B","-812117","-284900"
"65538","","B","-834302","-645956"
"73802","","B","-824362","81534"
"87158","","B","-906877","533154"
"70712","","B","-443334","829563"
"63160","","B","709672","315892"
"91064","","B","55376","677650"
"83164","","B","434801","500364"
"48879","","B","184245","-690496"
"6967","","B","",""
"7989","","B","",""
"20503","","B","-268986","-703077"
"1361","","B","",""
"21028","","B","320467","-24554"
"1406","","B","",""
"80230","","B","963662","-897922"
"96988","","B","-158416","-455988"
"54756","","B","-292470","637643"
"52683","","B","959703","-179418"
"8952","","B","",""
"18322","","B","-907348","-897170"
"24660","","B","-572514","-368418"
"24389","","B","686320","-875220"
"46628","","B","-817026","-86357"
"53804","","B","309226","-112174"
"74173","","B","184188","524200"
"91468","","B","-355685","-765534"
"94087","","B","83673","-443131"
"2568","","B","",""
"37771","","B","351422","29823"
"19307","","B","107926","717941"
"68042","","B","599534","-422147"
"16941","","B","-715010","950700"
"26493","","B","-959140","-37409"
"912","","B","",""
"78895","","B","-622138","-673894"
"28661","","B","876464","479977"
"73965","","B","-990923","627262"
"17679","","B","-866518","-673615"
"37198","","B","132043","721879"
"82960","","B","-969211","-513263"
"12497","","B","434917","-731875"
"50650","","B","-294188","-260405"
"96541","","B","-187998","-994538"
"42106","","B","945881","13217"
"15166","","B","-485226","-567623"
"36930","","B","846441","-426046"
"79582","","B","-896580","-892019"
"98890","","B","-892116","39964"
"64036","","B","437143","866513"
"95445","","B","143739","-299823"
"67058","","B","192727","-187845"
"48924","","B","-786347","-648700"
"36169","","B","-195397","-636771"
"27743","","B","-451933","-894215"
"90688","","B","562712","696040"
"22069","","B","611355","220264"
"16472","","B","-731185","-494705"
"74306","","B","556471","776085"
"95672","","B","-448451","-876682"
"74442","","B","106694","864572"
"46336","","B","248102","537521"
"68690","","B","-83996","-44807"
"76381","","B","-90025","-993420"
"66467","","B","472713","-208294"
"16461","","B","-762998","-268938"
"32985","","B","-104603","-959129"
"18408","","B","588592","-617591"
"46729","","B","-930912","733111"
"34972","","B","-11857","-299709"
"26816","","B","-807849","-26422"
"51436","","B","430099","-990571"
"19437","","B","790120","452295"
"66359","","B","-407672","572170"
"74772","","B","708694","504983"
"97761","","B","65774","-476032"
"91430","","B","588833","279077"
"45788","","B","28114","-502385"
"23419","","B","-844642","-299183"
"43779","","B","-180816","241281"
"60635","","B","917165","-688091"
"22336","","B","434319","-244577"
"43076","","B","-553174","678605"
"38249","","B","708193","677864"
"70361","","B","586667","477329"
"18536","","B","785505","-129164"
"40320","","B","-478616","-735140"
"27738","","B","-596300","-341415"
"73772","","B","803073","-557126"
"5988","","B","",""
"18221","","B","643431","484051"
"24474","","B","192828","143433"
"14438","","B","-915470","871255"
"30405","","B","-338818","890987"
"3941","","B","",""
"11147","","B","520079","875697"
"64725","","B","-491564","298314"
"36596","","B","903080","-484099"
"96985","","B","-917793","-996711"
"2611","","B","",""
"62276","","B","796914","946972"
"5363","","B","",""
"1138","","B","",""
"4321","","B","",""
"55838","","B","-300452","728232"
"58580","","B","-550288","-645996"
"71784","","B","-640556","-17991"
"91561","","B","511532","-512813"
"44297","","B","-78726","809644"
"8734","","B","",""
"96409","","B","-281506","-50377"
"17399","","B","-295887","970179"
"99353","","B","342100","711409"
"59429","","B","-487638","940606"
"99503","","B","769541","267087"
"52706","","B","-565585","328384"
"2465","","B","",""
"54634","","B","322449","-137323"
"82572","","B","-778585","22195"
"920","","B","",""
"63744","","B","-888220","-110231"
"50400","","B","-632398","-805917"
"36120","","B","-50808","880235"
"52170","","B","-99276","-26758"
"95165","","B","257702","-405651"
"38660","","B","-178853","210195"
"73066","","B","-140277","-303801"
"15024","","B","-740768","-460165"
"82783","","B","-14606","-751182"
"88644","","B","730471","260439"
"46789","","B","-666603","-283258"
"49118","","B","417038","-60727"
"33890","","B","919993","-867511"
"38658","","B","882782","-643356"
"71245","","B","-770527","725357"
"57960","","B","428101","826241"
"14406","","B","-264853","-314277"
"47561","","B","-367034","183307"
"65002","","B","-727773","756019"
"51729","","B","537916","125663"
"38616","","B","103351","605889"
"99132","","B","160058","-338541"
"55881","","B","824462","689376"
"91607","","B","-461758","-885500"
"42919","","B","-807911","-431142"
"16428","","B","-343772","220477"
"34369","","B","-721984","-741168"
"31845","","B","-310342","903312"
"59399","","B","912800","789198"
"32297","","B","942832","967453"
"91551","","B","31180","310205"
"4420","","B","",""
"43482","","B","263801","-970687"
"67724","","B","-719744","-545393"
"85395","","B","-683606","-193323"
"8940","","B","",""
"39344","","B","-127816","542289"
"43532","","B","130401","411655"
"7533","","B","",""
"90288","","B","-397723","992139"
"66006","","B","312679","-151070"
"19033","","B","957038","-912222"
"62590","","B","23252","189701"
"49547","","B","-992303","-668667"
"61198","","B","-270536","956374"
"70068","","B","-26800","-735107"
"99395","","B","-891413","593576"
"31561","","B","-463641","-26800"
"85201","","B","253869","-992018"
"69948","","B","-323658","-793828"
"61653","","B","417002","396201"
"2347","","B","",""
"51855","","B","-266507","437713"
"24331","","B","376448","-777512"
"26078","","B","-389683","970190"
"56429","","B","592050","599985"
"85989","","B","897981","-5502"
"65437","","B","30211","235513"
"53077","","B","408132","742198"
"84213","","B","37226","521765"
"19225","","B","856914","-676724"
"67900","","B","929047","-361917"
"76222","","B","-435139","-758390"
"24582","","B","-988416","-286349"
"73735","","B","-89316","-951954"
"91825","","B","-585432","493026"
"59368","","B","701929","-790792"
"62436","","B","-143324","276213"
"46388","","B","263983","369073"
"90187","","B","-764390","301277"
"45939","","B","-309465","-120176"
"37004","","B","941848","-206741"
"10083","","B","-879971","-718385"
"27987","","B","554525","752099"
"87780","","B","-846444","234240"
"63129","","B","-908532","-683873"
"30645","","B","466858","-827418"
"62174","","B","409720","48732"
"36336","","B","-712397","-479272"
"78147","","B","17315","87476"
"42434","","B","-28154","141046"
"89510","","B","560246","196731"
"70786","","B","-727375","-843470"
"74141","","B","-783384","955796"
"956","","B","",""
"76956","","B","318547","-606167"
"56636","","B","-182881","792045"
"81151","","B","-988621","-612918"
"44151","","B","-556233","-272384"
"59144","","B","22709","852908"
"89361","","B","-174643","-405397"
"5209","","B","",""
"41210","","B","-82929","-965117"
"10969","","B","829104","6341"
"99217","","B","-97167","846904"
"80268","","B","-844859","-275593"
"90304","","B","464720","379245"
"99873","","B","-419969","66416"
"27320","","B","-78074","-621238"
"33135","","B","-560443","-840254"
"59358","","B","356909","676197"
"24667","","B","-760584","-82948"
"87054","","B","81936","-28159"
"90018","","B","60495","-898901"
"22036","","B","318624","998404"
"17639","","B","-316619","-516082"
"49688","","B","-996701","804152"
"20115","","B","354161","-608442"
"83423","","B","-332501","-747020"
"89071","","B","255553","-87394"
"80164","","B","63395","-900386"
"50323","","B","-950639","641086"
"94407","","B","-418195","-60958"
"49939","","B","543985","158970"
"21582","","B","-78316","-709775"
"29095","","B","-7091","347944"
"18308","","B","-214794","582921"
"81294","","B","-72793","-646780"
"43116","","B","-97313","-488512"
"37573","","B","-420777","501124"
"22945","","B","-325727","693852"
"62087","","B","922907","-717194"
"58312","","B","-784911","-681308"
"609","","B","",""
"97425","","B","740354","623001"
"93627","","B","96939","714822"
"2525","","B","",""
"79605","","B","205045","852365"
"28678","","B","-43131","11595"
"24044","","B","261496","-443132"
"76644","","B","992387","-108009"
"44664","","B","549374","608354"
"63169","","B","-539856","-179054"
"1427","","B","",""
"39583","","B","676932","-707578"
"58115","","B","-828353","255826"
"96930","","B","598572","-116990"
"57932","","B","-805626","943888"
"31349","","B","-862744","-933409"
"38533","","B","31895","-644652"
"16521","","B","-654908","-76937"
"34372","","B","460335","-230153"
"15565","","B","411640","666934"
"43368","","B","-249185","-593293"
"6059","","B","",""
"49218","","B","368625","927724"
"57633","","B","-743229","-294611"
"54325","","B","179644","810111"
"18636","","B","-277779","-234320"
"75155","","B","950625","-952057"
"53205","","B","-249841","291518"
"67836","","B","723268","-229803"
"13030","","B","895892","279278"
"8041","","B","",""
"90195","","B","949036","-652654"
"41977","","B","-48754","-511051"
"84035","","B","539107","-270381"
"76525","","B","268531","-410077"
"71475","","B","287989","-494684"
"34943","","B","375153","289679"
"74810","","B","897054","-899519"
"95395","","B","-437712","585220"
"14465","","B","-733465","-889148"
"69870","","B","62423","827578"
"98906","","B","647878","-787011"
"1840","","B","",""
"84744","","B","876795","640106"
"68690","","B","-83996","-44807"
"59814","","B","-107243","-693396"
"69449","","B","864440","-954775"
"65109","","B","76395","-185411"
"96472","","B","240941","-675203"
"67942","","B","-672866","-131337"
"69678","","B","-519816","618423"
"88181","","B","-343725","-114476"
"73209","","B","835595","-866638"
"28257","","B","933963","-826910"
"83576","","B","-581119","-42634"
"41279","","B","487552","-927176"
"23805","","B","25325","-468537"
"84237","","B","-150823","933533"
"47915","","B","-102657","38853"
"1719","","B","",""
"22710","","B","873970","303561"
"50671","","B","690570","940814"
"87186","","B","589929","991440"
"77500","","B","309922","27688"
"91875","","B","481274","-478913"
"46941","","B","-206683","-692349"
"100","","B","",""
"57407","","B","455491","880181"
"78493","","B","40570","-955727"
"72884","","B","643581","-574959"
"93318","","B","360170","824243"
"91629","","B","20594","403363"
"86580","","B","-409600","-376762"
"57619","","B","646183","-532809"
"35754","","B","-195890","720250"
"34229","","B","421891","155123"
"53525","","B","-528119","484883"
"59964","","B","741753","940058"
"46740","","B","-366930","318622"
"50906","","B","66173","-444768"
"67860","","B","145192","360545"
"31199","","B","-831519","-63765"
"93700","","B","346419","980644"
"16816","","B","325320","699203"
"46005","","B","970249","989808"
"39952","","B","273900","930065"
"98181","","B","-72493","70052"
"8896","","B","",""
"8781","","B","",""
"99429","","B","-750084","-322645"
"6709","","B","",""
"77630","","B","626812","495520"
"64091","","B","-1816","99809"
"60036","","B","-63888","404581"
"89010","","B","543654","891104"
"35902","","B","992700","698340"
"67980","","B","-724698","553294"
"44885","","B","689207","592744"
"48120","","B","-937861","-724820"
"33322","","B","293760","68098"
"92876","","B","680289","-765753"
"66103","","B","-119328","134161"
"87330","","B","825750","-872961"
"67642","","B","132151","864706"
"63857","","B","-667115","-675059"
"98801","","B","-518638","-120844"
"96113","","B","991524","-816972"
